game_date,opponent,venue,inning_number,top_or_bottom,pitcher_name,pitcher_team,pitcher_lefty,batter_name,batter_team,batter_lefty,balls,strikes,outs_before,pitch_type_name,pitch_result,atbat_result,velo,pitch_locheight,pitch_locside,ball_in_play_direction,ball_in_play_distance,inplay_value,angle,atbat_result_id,autopitchtype,awayteam,ax_fts,ay_fts,az_fts,batter_team_id,batterside,bearing,carry_distance,carry_flight_time_s,contactpositionx,contactpositiony,contactpositionz,date,direction,exitspeed,external_id,game_key,gameuid,gorout_horizontal_location_intent,gorout_horizontal_location_result,gorout_score_horizontal,gorout_score_vertical,gorout_vertical_location_intent,gorout_vertical_location_result,hit_location,hitspinrate,hitter_external_id,hitter_internal_id,hittype,hometeam,inning,inning_pitch_number,inplay_value_id,korbb,lasttrackeddistance,league,level,man_on_first,man_on_second,man_on_third,outs,outsonplay,paofinning,performance_data_key,pfxx_in,pfxz_in,pitch_approach_h,pitch_approach_v,pitch_break_h_in,pitch_break_v_in,pitch_extension_ft,pitch_id,pitch_launch_h,pitch_launch_v,pitch_number,pitch_release_height_ft,pitch_release_side_ft,pitch_result_id,pitch_spin_axis,pitch_spin_rpm,pitch_spin_tilt,pitch_time_s,pitch_type,pitch_zone_speed_mph,pitchcall,pitcher_external_id,pitcher_internal_id,pitcher_team_id,pitcherset,pitcherthrows,pitchofpa,pitchuid,platelocheight,platelocside,playresult,positionatx,positionaty,positionatz,relspeed,runsscored,session_id,session_type,stadium,taggedpitchtype,time,timestamp,topbottom,tracking_type,vertbreak,vx_fts,vy_fts,vz,x0_ft,y,z0_ft
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Drew Oerther,Loveland High School,True,0,1,1,Fast Ball,Strike Foul,,85,1.900,0.100,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631236,,,,12,0,,,,,True,False,False,,,,ph_27456285,,,,,,,,27456285,,,2,,,40,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:04:22 PM,1745535862,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Drew Oerther,Loveland High School,True,0,2,1,Breaking Ball,Strike In Play,1B,72,1.700,0.300,19.84,215.40,Ground Ball,,11,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631236,,,,13,20,,,,,True,False,False,,,,ph_27456326,,,,,,,,27456326,,,3,,,50,,,,,30,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:05:01 PM,1745535901,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Blake Carrigan,Loveland High School,False,0,0,1,Fast Ball,Strike Swing and Miss,,85,3.500,-0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631238,,,,14,0,,,,,True,True,False,,,,ph_27456362,,,,,,,,27456362,,,1,,,30,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:05:46 PM,1745535946,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Blake Carrigan,Loveland High School,False,0,1,1,Fast Ball,Strike Foul,,84,2.700,0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631238,,,,15,0,,,,,True,True,False,,,,ph_27456388,,,,,,,,27456388,,,2,,,40,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:06:11 PM,1745535971,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Blake Carrigan,Loveland High School,False,0,2,1,Breaking Ball,Strike Swing and Miss,Strike Out,74,0.500,1.600,0.00,0.00, -- ,,1,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631238,,,,16,0,,,,,True,True,False,,,,ph_27456415,,,,,,,,27456415,,,3,,,30,,,,,30,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:06:39 PM,1745535999,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Dyan Hacker,Loveland High School,False,0,0,2,Fast Ball,Ball,,84,2.800,-1.000,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631221,,,,17,0,,,,,True,False,True,,,,ph_27456443,,,,,,,,27456443,,,1,,,1,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:07:19 PM,1745536039,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Dyan Hacker,Loveland High School,False,1,0,2,Fast Ball,Strike Foul,,85,2.900,-0.400,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631221,,,,18,0,,,,,True,False,True,,,,ph_27456457,,,,,,,,27456457,,,2,,,40,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:07:36 PM,1745536056,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Dyan Hacker,Loveland High School,False,1,1,2,Fast Ball,Ball,,82,3.100,-0.900,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631221,,,,19,0,,,,,True,False,True,,,,ph_27456484,,,,,,,,27456484,,,3,,,1,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:08:05 PM,1745536085,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Dyan Hacker,Loveland High School,False,2,1,2,Fast Ball,Strike Foul,,83,3.000,0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631221,,,,20,0,,,,,True,False,True,,,,ph_27456509,,,,,,,,27456509,,,4,,,40,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:08:24 PM,1745536104,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Dyan Hacker,Loveland High School,False,2,2,2,Breaking Ball,Ball,,72,2.300,-0.900,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631221,,,,21,0,,,,,True,False,True,,,,ph_27456536,,,,,,,,27456536,,,5,,,1,,,,,30,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:08:51 PM,1745536131,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Top,Logan Rosenberger,Moeller,False,Dyan Hacker,Loveland High School,False,3,2,2,Change Up,Strike In Play,Ground Out,78,1.500,0.700,17.05,127.32,Ground Ball,,2,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,4-3,,,631221,,,,22,20,,,,,True,False,True,,,,ph_27456569,,,,,,,,27456569,,,6,,,50,,,,,11,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:09:09 PM,1745536149,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Will Schirmer,Moeller,False,0,0,0,Fast Ball,Strike Looking,,84,2.300,1.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,554989,,,,1,0,,,,,False,False,False,,,,ph_27456681,,,,,,,,27456681,,,1,,,20,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:11:07 PM,1745536267,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Will Schirmer,Moeller,False,0,1,0,Fast Ball,Strike In Play,Ground Out,84,3.000,0.200,-33.09,123.94,Ground Ball,,2,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,5-3,,,554989,,,,2,20,,,,,False,False,False,,,,ph_27456701,,,,,,,,27456701,,,2,,,50,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:11:21 PM,1745536281,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,0,0,1,Fast Ball,Ball,,83,0.700,-0.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,561221,,,,3,0,,,,,False,False,False,,,,ph_27456721,,,,,,,,27456721,,,1,,,1,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:11:58 PM,1745536318,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,1,0,1,Breaking Ball,Ball,,68,2.000,1.600,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,561221,,,,4,0,,,,,False,False,False,,,,ph_27456736,,,,,,,,27456736,,,2,,,1,,,,,30,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:12:12 PM,1745536332,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,2,0,1,Breaking Ball,Strike Looking,,69,2.400,-0.400,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,561221,,,,5,0,,,,,False,False,False,,,,ph_27456761,,,,,,,,27456761,,,3,,,20,,,,,30,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:12:28 PM,1745536348,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,2,1,1,Fast Ball,Ball,,83,2.300,-1.400,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,561221,,,,6,0,,,,,False,False,False,,,,ph_27456773,,,,,,,,27456773,,,4,,,1,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:12:42 PM,1745536362,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,3,1,1,Breaking Ball,Strike Looking,,69,1.500,0.200,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,561221,,,,7,0,,,,,False,False,False,,,,ph_27456785,,,,,,,,27456785,,,5,,,20,,,,,30,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:12:58 PM,1745536378,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,3,2,1,Breaking Ball,Strike Foul,,70,1.400,0.800,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,561221,,,,8,0,,,,,False,False,False,,,,ph_27456797,,,,,,,,27456797,,,6,,,40,,,,,30,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:13:14 PM,1745536394,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,3,2,1,Fast Ball,Strike Foul,,83,1.800,0.000,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,561221,,,,9,0,,,,,False,False,False,,,,ph_27456828,,,,,,,,27456828,,,7,,,40,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:13:42 PM,1745536422,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Matt Ponatoski,Moeller,True,3,2,1,Fast Ball,Strike In Play,Line Out,82,3.000,0.000,-15.49,241.72,Line Drive,,3,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,7,,,561221,,,,10,50,,,,,False,False,False,,,,ph_27456862,,,,,,,,27456862,,,8,,,50,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:14:11 PM,1745536451,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Conner Cuozzo,Moeller,False,0,0,2,Breaking Ball,Ball,,70,0.500,1.700,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,604585,,,,11,0,,,,,False,False,False,,,,ph_27456889,,,,,,,,27456889,,,1,,,1,,,,,30,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:14:48 PM,1745536488,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Conner Cuozzo,Moeller,False,1,0,2,Breaking Ball,Ball,,70,0.500,1.500,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,604585,,,,12,0,,,,,False,False,False,,,,ph_27456894,,,,,,,,27456894,,,2,,,1,,,,,30,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:15:03 PM,1745536503,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Conner Cuozzo,Moeller,False,2,0,2,Fast Ball,Strike In Play,1B,83,2.500,0.700,-31.18,194.55,Ground Ball,,11,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,604585,,,,13,20,,,,,False,False,False,,,,ph_27456920,,,,,,,,27456920,,,3,,,50,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:15:16 PM,1745536516,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,6,Bottom,Will Bertke,Loveland High School,False,Cooper Ridley,Moeller,True,0,0,2,Fast Ball,Strike In Play,Fly Out,81,2.300,0.900,21.04,205.84,Fly Ball,,4,,,,,,58177,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,9,,,554993,,,,14,100,,,,,True,False,False,,,,ph_27456961,,,,,,,,27456961,,,1,,,50,,,,,1,,,,631231,79187,,,,,,,,,,,,,mg_492430,game,,,7:15:53 PM,1745536553,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Logan Rosenberger,Moeller,False,Henry Bradley,Loveland High School,False,0,0,0,Fast Ball,Ball,,84,2.600,-1.400,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631223,,,,1,0,,,,,False,False,False,,,,ph_27457071,,,,,,,,27457071,,,1,,,1,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:17:59 PM,1745536679,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Logan Rosenberger,Moeller,False,Henry Bradley,Loveland High School,False,1,0,0,Fast Ball,Ball,,84,2.000,1.400,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631223,,,,2,0,,,,,False,False,False,,,,ph_27457079,,,,,,,,27457079,,,2,,,1,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:18:10 PM,1745536690,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Logan Rosenberger,Moeller,False,Henry Bradley,Loveland High School,False,2,0,0,Fast Ball,Strike Looking,,83,2.000,0.000,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631223,,,,3,0,,,,,False,False,False,,,,ph_27457092,,,,,,,,27457092,,,3,,,20,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:18:22 PM,1745536702,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Logan Rosenberger,Moeller,False,Henry Bradley,Loveland High School,False,2,1,0,Fast Ball,Ball,,84,3.000,0.300,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631223,,,,4,0,,,,,False,False,False,,,,ph_27457103,,,,,,,,27457103,,,4,,,1,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:18:35 PM,1745536715,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Logan Rosenberger,Moeller,False,Henry Bradley,Loveland High School,False,3,1,0,Fast Ball,Ball,BB,84,3.200,0.800,0.00,0.00, -- ,,10,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631223,,,,5,0,,,,,False,False,False,,,,ph_27457114,,,,,,,,27457114,,,5,,,1,,,,,1,,,,556535,58177,,,,,,,,,,,,,mg_492430,game,,,7:18:47 PM,1745536727,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,Lincoln Pape,Loveland High School,False,0,0,0,Fast Ball,Strike Foul,,81,1.800,-0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,896898,,,,1,0,,,,,True,False,False,,,,ph_27457252,,,,,,,,27457252,,,1,,,40,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:21:41 PM,1745536901,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,Lincoln Pape,Loveland High School,False,0,1,0,Fast Ball,Strike In Play,1B,78,2.600,0.400,-23.17,211.50,Ground Ball,,11,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,896898,,,,2,20,,,,,True,False,False,,,,ph_27457269,,,,,,,,27457269,,,2,,,50,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:21:57 PM,1745536917,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,Blake Hatfield,Loveland High School,False,0,0,0,Fast Ball,Strike Looking,,81,2.700,0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631241,,,,3,0,,,,,True,True,False,,,,ph_27457339,,,,,,,,27457339,,,1,,,20,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:23:18 PM,1745536998,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,Blake Hatfield,Loveland High School,False,0,1,0,Breaking Ball,Strike In Play,Double Play,69,2.500,0.000,-12.35,118.23,Ground Ball,,7,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,6-4-3,,,631241,,,,4,20,,,,,True,True,False,,,,ph_27457352,,,,,,,,27457352,,,2,,,50,,,,,30,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:23:23 PM,1745537003,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,0,0,2,Fast Ball,Ball,,81,3.500,0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,5,0,,,,,False,False,True,,,,ph_27457367,,,,,,,,27457367,,,1,,,1,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:23:45 PM,1745537025,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,1,0,2,Fast Ball,Ball,,81,3.600,0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,6,0,,,,,False,False,True,,,,ph_27457369,,,,,,,,27457369,,,2,,,1,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:23:47 PM,1745537027,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,2,0,2,Fast Ball,Ball,,83,0.900,1.100,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,7,0,,,,,False,False,True,,,,ph_27457372,,,,,,,,27457372,,,3,,,1,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:23:50 PM,1745537030,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,3,0,2,Fast Ball,Strike Looking,,79,3.000,-0.400,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,8,0,,,,,False,False,True,,,,ph_27457388,,,,,,,,27457388,,,4,,,20,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:24:06 PM,1745537046,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,3,1,2,Fast Ball,Strike Looking,,81,2.600,-0.400,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,9,0,,,,,False,False,True,,,,ph_27457397,,,,,,,,27457397,,,5,,,20,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:24:22 PM,1745537062,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,3,2,2,Breaking Ball,Strike Foul,,70,1.700,0.300,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,10,0,,,,,False,False,True,,,,ph_27457411,,,,,,,,27457411,,,6,,,40,,,,,30,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:24:36 PM,1745537076,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,3,2,2,Fast Ball,Strike Foul,,84,3.100,0.200,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,11,0,,,,,False,False,True,,,,ph_27457443,,,,,,,,27457443,,,7,,,40,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:25:07 PM,1745537107,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,CJ Margraf,Loveland High School,True,3,2,2,Breaking Ball,Strike In Play,1B,73,1.500,-0.400,1.90,222.18,Fly Ball,,11,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631237,,,,12,100,,,,,False,False,True,,,,ph_27457478,,,,,,,,27457478,,,8,,,50,,,,,30,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:25:27 PM,1745537127,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,Brady Stidham,Loveland High School,False,0,0,2,Fast Ball,Ball,,81,3.800,-1.000,0.00,0.00, -- ,,0,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,0,,,631222,,,,13,0,,,,,True,False,False,,,,ph_27457503,,,,,,,,27457503,,,1,,,1,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:26:05 PM,1745537165,,Charted,,,,,,,
2025-04-24,Loveland High School,Kremcheck Stadium,7,Top,Connor Scoggins,Moeller,False,Brady Stidham,Loveland High School,False,1,0,2,Fast Ball,Strike In Play,Fly Out,80,2.700,-0.200,64.93,53.24,Pop up,,4,,,,,,79187,,,,,,,,4/24/25,,,,mg_492430,,,,,,,,3,,,631222,,,,14,92,,,,,True,False,False,,,,ph_27457526,,,,,,,,27457526,,,2,,,50,,,,,1,,,,473906,58177,,,,,,,,,,,,,mg_492430,game,,,7:26:19 PM,1745537179,,Charted,,,,,,,
2025-03-19,Springboro High School,Springboro High School,1,Top,NA NA,Springboro High School,False,Charlie Valencic,Moeller,False,0,0,0,Fast Ball,Ball,,74,3.600,0.300,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,3/19/25,,,,mg_486256,,,,,,,,0,,,554994,,,,1,0,,,,,False,False,False,,,,ph_26192781,,,,,,,,26192781,,,1,,,1,,,,,1,,,,842211,79181,,,,,,,,,,,,,mg_486256,non_game_live,,,4:32:53 PM,1742416373,,Charted,,,,,,,
2025-03-19,Springboro High School,Springboro High School,1,Top,NA NA,Springboro High School,False,Charlie Valencic,Moeller,False,1,0,0,Fast Ball,Strike In Play,Ground Out,72,3.000,-0.200,-12.81,128.02,Ground Ball,,2,,,,,,58177,,,,,,,,3/19/25,,,,mg_486256,,,,,,,,6-3,,,554994,,,,2,20,,,,,False,False,False,,,,ph_26192803,,,,,,,,26192803,,,2,,,50,,,,,1,,,,842211,79181,,,,,,,,,,,,,mg_486256,non_game_live,,,4:33:03 PM,1742416383,,Charted,,,,,,,
2025-03-19,Springboro High School,Springboro High School,1,Top,NA NA,Springboro High School,False,Luke Pappano,Moeller,True,0,0,1,Change Up,Strike Foul,,68,2.500,0.600,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,3/19/25,,,,mg_486256,,,,,,,,0,,,561318,,,,3,0,,,,,False,False,False,,,,ph_26192841,,,,,,,,26192841,,,1,,,40,,,,,11,,,,842211,79181,,,,,,,,,,,,,mg_486256,non_game_live,,,4:33:36 PM,1742416416,,Charted,,,,,,,
2025-03-19,Springboro High School,Springboro High School,1,Top,NA NA,Springboro High School,False,Luke Pappano,Moeller,True,0,1,1,Fast Ball,Strike Swing and Miss,,74,2.500,0.100,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,3/19/25,,,,mg_486256,,,,,,,,0,,,561318,,,,4,0,,,,,False,False,False,,,,ph_26192865,,,,,,,,26192865,,,2,,,30,,,,,1,,,,842211,79181,,,,,,,,,,,,,mg_486256,non_game_live,,,4:33:52 PM,1742416432,,Charted,,,,,,,
2025-03-19,Springboro High School,Springboro High School,1,Top,NA NA,Springboro High School,False,Luke Pappano,Moeller,True,0,2,1,Fast Ball,Ball,,75,3.600,0.100,0.00,0.00, -- ,,0,,,,,,58177,,,,,,,,3/19/25,,,,mg_486256,,,,,,,,0,,,561318,,,,5,0,,,,,False,False,False,,,,ph_26192887,,,,,,,,26192887,,,3,,,1,,,,,1,,,,842211,79181,,,,,,,,,,,,,mg_486256,non_game_live,,,4:34:07 PM,1742416447,,Charted,,,,,,,
